"ID","Title","StatisticalMeasurementUnitID","CustomsTariffEnglishCalculationReference","PurchaseTaxOptionalTaxAddition","EnglishGoodsDescription","PurchaseTaxCalculationReference","CustomsTariffCalculationReference","StatisticalMeasurementUnitName","CustomsItemID","GoodsDescription","EnglishFullTitle","PurchaseTaxEnglishCalculationReference","FullTitle","StatisticalMeasurementUnitEnglishName","FullClassification"
"544","בקר קפוא","6","Tax Free","","BONELESS","פטור","פטור","קילוגרם","13890","בלי עצם","FROZEN BEEF","Tax Free","בקר קפוא","Kilogram","0202300000/9"
"518","כדורסל ואביזרים","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","13943","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => כדורסל ואביזרים","Each","9506699000/3"
"457","זעפרן","6","4.00% ","","-SAFFRON","פטור","שיעור 4.00% ","קילוגרם","13956","זעפרן"," =>  => saffron","Tax Free","מזון ומשקאות => תבלינים, רטבים וממרחים => זעפרן","Kilogram","0910200000/8"
"87","בגדי ספורט","1","","","--OF OTHER TEXTILE MATERIALS","פטור","פטור","כל אחד","14125","מחמרי טקסטיל אחרים"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => בגדי ספורט","Each","6103390000/4"
"351","תאורה ופנסים לרכב","1","","","---OTHERS","פטור","פטור","כל אחד","14138","אחרים"," =>  => Lighting and car headlights","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => תאורה ופנסים לרכב","Each","8512209000/5"
"215","מחשב נייד","1","Tax Free","","- Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display","פטור","פטור","כל אחד","14237","מכונות אוטומטיות לעיבוד נתונים מיטלטלות, שמשקלן אינו עולה על 10ק""ג הכוללים לפחות יחידת עיבוד מרכזית, לוח מקשים וצג
"," =>  => leptop","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מחשב נייד","Each","8471300000/2"
"150","טאבלט","1","Tax Free","","- Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display","פטור","פטור","כל אחד","14237","מכונות אוטומטיות לעיבוד נתונים מיטלטלות, שמשקלן אינו עולה על 10ק""ג הכוללים לפחות יחידת עיבוד מרכזית, לוח מקשים וצג
"," =>  => tablet","Tax Free","חשמל ואלקטרוניקה => טלפונים וטאבלטים => טאבלט","Each","8471300000/2"
"324","צלחת רתימה, ווי גרירה, פיני גרירה","1","","60.000","---Braking systems not specified elswhere, exhaust brake systems for reducing the vehicle speed not specified elswhere and special parts thereof not specified elswhere; steering accessories not specified elswhere; hydraulic steering mechanism not specified elswhere and special parts thereof not specified elswhere; coupling plate(Fifth wheel coupling) for ,connecting supporting tow horse and supporting trailer tow hooks and special parts thereof; a central lubrication system that is not for the engine not specified elswhere and its parts not specified elswhere; clutch ;for cooling fan; light reflectors","שיעור 12.00% ","פטור","כל אחד","14344","מערכות לבלימה של""פ; מערכות מסוג בלמנוע להאטת מהירות רכב של""פ
וחלקיהן המיוחדים של""פ; אבזר היגוי של""פ; מנגנון היגוי הידראולי
של""פ וחלקיו המיוחדים של""פ; צלחת רתימה לחיבור גורר תומך לנגרר
נתמך; ווי גרירה וחלקיהם המיוחדים; מערכת סיכה מרכזית שאינה למנוע
של""פ וחלקיה של""פ; מצמד למניפת קירור; מחזירי אור"," =>  => Harness plate, tow hooks, tow pins","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => צלחת רתימה, ווי גרירה, פיני גרירה","Each","8708995000/7"
"160","מסור חשמלי","1","","","--SAWS","פטור","פטור","כל אחד","14448","מסורים"," =>  => Chainsaw","Tax Free","חשמל ואלקטרוניקה => כלי עבודה => מסור חשמלי","Each","8467220000/7"
"462","אבקת חלבון עד 1.5% שומן","6","162.00% ","","---OTHER","פטור","שיעור 162.00% ","קילוגרם","14505","אחרים"," =>  => Protein powder up to 1.5% fat","Tax Free","מזון ומשקאות => תוספי תזונה וויטמינים => אבקת חלבון עד 1.5% שומן","Kilogram","0402109000/8"
"556","אבקת חלב","6","162.00% ","","---OTHER","פטור","שיעור 162.00% ","קילוגרם","14505","אחרים"," =>  => milk powder","Tax Free","מזון ומשקאות => חלב, ביצים ומעדנים => אבקת חלב","Kilogram","0402109000/8"
"550","מטבעות זהב","6","Tax Free","","---MADE FROM PRECIOUS METAL","פטור","פטור","קילוגרם","14592","העשויים ממתכת יקרה"," =>  => Gold coins","Tax Free","צעצועים, תחביבים ופנאי => אומנות ומלאכה => מטבעות זהב","Kilogram","7118901000/3"
"365","נרות","6","Tax Free","",".CANDLES, TAPERS AND THE LIKE","פטור","פטור","קילוגרם","14630","נרות (CANDLES, TAPERS) ודומיהם"," =>  => ","Tax Free","לבית, לגן ולמשרד => חפצי נוי => נרות","Kilogram","3406000000/6"
"470","טבק למקטרת","6","Tax Free","","TOBACCO PROCESSED FOR PIPE SMOKING"," 303.16 ₪ לקילוגרם ","פטור","קילוגרם","14927","טבק מעובד לעישון במקטרת"," =>  => pipe tabacco","","צעצועים, תחביבים ופנאי => טבק ועישון => טבק למקטרת","Kilogram","2403192000/2"
"499","קלידים","1","Tax Free","","-KEYBOARD INSTRUMENTS, OTHER THAN ACCORDIONS","פטור","פטור","כל אחד","14964","כלי נגינה בעלי מקלדת, חוץ מאקורדיונים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => קלידים","Each","9207100000/1"
"553","אורגן חשמלי","1","Tax Free","","-KEYBOARD INSTRUMENTS, OTHER THAN ACCORDIONS","פטור","פטור","כל אחד","14964","כלי נגינה בעלי מקלדת, חוץ מאקורדיונים"," =>  => sintisizer","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => אורגן חשמלי","Each","9207100000/1"
"241","כרטיס זיכרון","1","Tax Free","","OTHERS","פטור","פטור","כל אחד","15067","אחרים"," =>  => Memory Card","Tax Free","חשמל ואלקטרוניקה => מצלמות וציוד צילום => כרטיס זיכרון","Each","8523419000/8"
"170","בלנדר","1","","","-FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS","פטור","פטור","כל אחד","15271","מטחנות מזון ומערבלי מזון; מסחטות למיצי פירות או ירקות"," =>  => blender","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => בלנדר","Each","8509400000/8"
"181","מסחטה","1","","","-FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS","פטור","פטור","כל אחד","15271","מטחנות מזון ומערבלי מזון; מסחטות למיצי פירות או ירקות"," =>  => wringer","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מסחטה","Each","8509400000/8"
"182","מעבד מזון","1","","","-FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS","פטור","פטור","כל אחד","15271","מטחנות מזון ומערבלי מזון; מסחטות למיצי פירות או ירקות"," =>  => Food Processor","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מעבד מזון","Each","8509400000/8"
"176","מטחנת בשר","1","","","-FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS","פטור","פטור","כל אחד","15271","מטחנות מזון ומערבלי מזון; מסחטות למיצי פירות או ירקות"," =>  => Meat grinder","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מטחנת בשר","Each","8509400000/8"
"177","מטחנת קפה ותבלינים","1","","","-FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS","פטור","פטור","כל אחד","15271","מטחנות מזון ומערבלי מזון; מסחטות למיצי פירות או ירקות"," =>  => Coffee grinder and spices","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מטחנת קפה ותבלינים","Each","8509400000/8"
"178","מיקסר מטבח","1","","","-FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS","פטור","פטור","כל אחד","15271","מטחנות מזון ומערבלי מזון; מסחטות למיצי פירות או ירקות"," =>  => kitchen mixer","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מיקסר מטבח","Each","8509400000/8"
"612","מכשירים רפואיים","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","15275","אחרים"," =>  => Medical equipment","Tax Free","בריאות ורפואה => ציוד רפואי => מכשירים רפואיים","Each","9018909000/5"
"500","תופים ","1","Tax Free","",",PERCUSSION MUSICAL INSTRUMENTS (FOR EXAMPLE, DRUMS, XYLOPHONES, CYMBALS .(CASTANETS, MARACAS","פטור","פטור","כל אחד","15325","כלי הקשה (כגון תופים, קסילופונים, מצילתיים, קסטנטות, מראקאס)"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => תופים ","Each","9206000000/4"
"494","כלי הקשה","1","Tax Free","",",PERCUSSION MUSICAL INSTRUMENTS (FOR EXAMPLE, DRUMS, XYLOPHONES, CYMBALS .(CASTANETS, MARACAS","פטור","פטור","כל אחד","15325","כלי הקשה (כגון תופים, קסילופונים, מצילתיים, קסטנטות, מראקאס)"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => כלי הקשה","Each","9206000000/4"
"564","חלקים ואביזרים לנשק","1","Tax Free","","--OTHER","פטור","פטור","כל אחד","15326","אחרים"," =>  => gun parts","Tax Free","צעצועים, תחביבים ופנאי => אמנויות לחימה => חלקים ואביזרים לנשק","Each","9305990000/6"
"329","מושבים וחלקיהם, משענות ראש וחלקיהן מהסוג המשמש לכלי רכב","1","Tax Free","60.000","- Seats of a kind used for motor vehicles","שיעור 12.00% ","פטור","כל אחד","15327","מושבים מהסוג המשמש לרכב מנועי"," =>  => car seats","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => מושבים וחלקיהם, משענות ראש וחלקיהן מהסוג המשמש לכלי רכב","Each","9401200000/9"
"154","כיסויים לסלולריים","6","","","---OTHERS","פטור","פטור","קילוגרם","15449","אחרים"," =>  => Cellular Covers","Tax Free","חשמל ואלקטרוניקה => טלפונים וטאבלטים => כיסויים לסלולריים","Kilogram","3926909000/5"
"128","צעצועים לחיות","6","","","---OTHERS","פטור","פטור","קילוגרם","15449","אחרים"," =>  => Pet toys","Tax Free","בעלי חיים => ציוד ואביזרים לחיות => צעצועים לחיות","Kilogram","3926909000/5"
"126","כלי אוכל ומים","6","","","---OTHERS","פטור","פטור","קילוגרם","15449","אחרים"," =>  => Dinnerware","Tax Free","בעלי חיים => ציוד ואביזרים לחיות => כלי אוכל ומים","Kilogram","3926909000/5"
"139","מדרסים","6","","","---OTHERS","פטור","פטור","קילוגרם","15449","אחרים"," =>  => Insole","Tax Free","בריאות ורפואה => ציוד רפואי => מדרסים","Kilogram","3926909000/5"
"531","צעצועים לאמבטיה","6","","","---OTHERS","פטור","פטור","קילוגרם","15449","אחרים"," =>  => Bath toys","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => צעצועים לאמבטיה","Kilogram","3926909000/5"
"386","ארגזי כלים","6","","","---OTHERS","פטור","פטור","קילוגרם","15449","אחרים"," =>  => Toolboxes","Tax Free","לבית, לגן ולמשרד => צביעה, בנייה ושיפוצים => ארגזי כלים","Kilogram","3926909000/5"
"498","מגברים לגיטרות","1","Tax Free","","-AUDIO-FREQUENCY ELECTRIC AMPLIFIERS","פטור","פטור","כל אחד","15521","מגברים חשמליים לתדירות-שמע"," =>  => Guitars Amplifiers","","צעצועים, תחביבים ופנאי => נגינה ומוזיקה => מגברים לגיטרות","Each","8518400000/9"
"287","רסיברים ומגברים","1","Tax Free","","-AUDIO-FREQUENCY ELECTRIC AMPLIFIERS","פטור","פטור","כל אחד","15521","מגברים חשמליים לתדירות-שמע"," =>  => resiver","","חשמל ואלקטרוניקה => צפייה ושמע => רסיברים ומגברים","Each","8518400000/9"
"298","מגברים לרכב","1","Tax Free","","-AUDIO-FREQUENCY ELECTRIC AMPLIFIERS","פטור","פטור","כל אחד","15521","מגברים חשמליים לתדירות-שמע"," =>  => Car Amplifiers","","כלי רכב ואביזרים => אבזור לכלי רכב => מגברים לרכב","Each","8518400000/9"
"356","אסלות","6","","","---SINK, SINK PEDESTAL, BATHTUB, TOILET BOWL, BIDET","פטור","פטור","קילוגרם","15579","כיור, רגל לכיור, אמבטיה, אסלה, BIDET"," =>  => ","Tax Free","לבית, לגן ולמשרד => אביזרי אינסטלציה וסניטציה => אסלות","Kilogram","7418201000/4"
"103","אביזרים לשיער","6","","","----OTHERS","פטור","פטור","קילוגרם","15592","אחרים"," =>  => ","Tax Free","אופנה וטיפוח => תיקים ואביזרי אופנה => אביזרים לשיער","Kilogram","9615909900/9"
"551","אונקיות זהב","6","Tax Free","","-MONETARY","פטור","פטור","קילוגרם","15690","מוניטרי"," =>  => Ounces of gold","Tax Free","צעצועים, תחביבים ופנאי => אומנות ומלאכה => אונקיות זהב","Kilogram","7108200000/2"
"468","מכונת תפירה","1","Tax Free","","Sewing machines of the household type
","פטור","פטור","כל אחד","15854","מכונות תפירה מהסוג למשק בית"," =>  => Sewing Machine","Tax Free","צעצועים, תחביבים ופנאי => אומנות ומלאכה => מכונת תפירה","Each","8452100000/4"
"316","גגונים ונשיאת ציוד","1","","60.000","---OTHERS","שיעור 12.00% ","פטור","כל אחד","15901","אחרים"," =>  => Roofing and carrying equipment","12.00% ","כלי רכב ואביזרים => חלפים וציוד היקפי => גגונים ונשיאת ציוד","Each","8708299000/0"
"179","מיקרוגל","1","Tax Free","","-MICROWAVE OVENS","פטור","פטור","כל אחד","16018","תנורי מיקרוגל"," =>  => makrowave","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מיקרוגל","Each","8516500000/2"
"489","שקי שינה ","6","Tax Free","","-SLEEPING BAGS","פטור","פטור","קילוגרם","16096","שקי שינה"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => שקי שינה ","Kilogram","9404300000/2"
"303","מראות לרכב","6","","60.000","-REAR-VIEW MIRRORS FOR VEHICLES","שיעור 12.00% ","פטור","קילוגרם","16182","מראות לראיה אחורית לכלי רכב"," =>  => ","12.00% ","כלי רכב ואביזרים => אבזור לכלי רכב => מראות לרכב","Kilogram","7009100000/3"
"265","די.וי.די","1","Tax Free","","---Other","פטור","פטור","כל אחד","16190","אחרים"," =>  => DVD","","חשמל ואלקטרוניקה => צפייה ושמע => די.וי.די","Each","8521909000/9"
"378","מערכות הקלטה DVR","1","Tax Free","","---Other","פטור","פטור","כל אחד","16190","אחרים"," =>  => Recording systems","","לבית, לגן ולמשרד => מיגון הבית => מערכות הקלטה DVR","Each","8521909000/9"
"511","ציוד לדיג","1","Tax Free","","-FISHING RODS","פטור","פטור","כל אחד","16288","מקלות וחכות דייג"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => ציוד ספורט וכושר => ציוד לדיג","Each","9507100000/4"
"441","מזון לתינוקות","6","Tax Free","","- Preparations suitable for infants or young children, put up for retail sale","פטור","פטור","קילוגרם","16413","תכשירים המתאימים לתינוקות או לפעוטות, הנתונים באריזה למכירה
קמעונאית"," =>  => baby food","Tax Free","מזון ומשקאות => מזון תינוקות => מזון לתינוקות","Kilogram","1901100000/7"
"557","מטפחות ראש","1","","","-SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE","פטור","פטור","כל אחד","16622","רדידים (SHAWLS), צעיפים, סודרים (MUFFLERS), מטפחות-כתף
(MANTILLAS), רעלות וכדומה"," =>  => head cover","Tax Free","אופנה וטיפוח => תיקים ואביזרי אופנה => מטפחות ראש","Each","6117100000/5"
"92","כובעים","6","Tax Free","","HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY .MATERIAL, WHETHER OR NOT LINED OR TRIMMED","פטור","פטור","קילוגרם","16697","כובעים וכיסויי ראש אחרים, קלועים או עשויים על ידי הרכבת פסים
מחומר כלשהו, אם בעלי ביטנה או קישוט, או לא"," =>  => ","Tax Free","אופנה וטיפוח => הלבשה והנעלה => כובעים","Kilogram","6504000000/5"
"201","כונן קשיח","1","Tax Free","","-STORAGE UNITS","פטור","פטור","כל אחד","16847","יחידות אחסון"," =>  => HARD DISK","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => כונן קשיח","Each","8471700000/8"
"330","מיכלי גפ""מ לרכב","6","","",".----OTHERS OF A CAPACITY NOT EXCEEDING 150 LITERS","פטור","פטור","קילוגרם","16959","אחרים, שקיבולם אינו עולה על 150 ליטר"," =>  => LPG containers for vehicles","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => מיכלי גפ""מ לרכב","Kilogram","7311009300/9"
"521","מכונית על שלט","1","Tax Free","","--RADIO REMOTE CONTROL APPARATUS","פטור","פטור","כל אחד","16967","מכשירים לבקרה מרחוק ברדיו"," =>  => A car on a sign","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => מכונית על שלט","Each","8526920000/3"
"335","מקררים לרכב","1","","","---REFRIGERATION UNITS SUITABLE FOR INSTALLATION IN VEHICLES, FOR REFRIGERATION OF GOODS DURING THEIR TRANSPORT","פטור","פטור","כל אחד","17012","יחידות קירור המיוחדות להתקנה ברכב, לקירור טובין תוך כדי
הובלתם"," =>  => Car refrigerators","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => מקררים לרכב","Each","8418694000/7"
"501","ספרים","6","Tax Free","","---OTHERS","פטור","פטור","קילוגרם","17295","אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => ספרים וסרטים => ספרים","Kilogram","4901999000/8"
"593","כלי עבודה לא חשמליים","1","","","--OTHER","פטור","פטור","כל אחד","17315","אחרים","Non-electric tools","Tax Free","כלי עבודה לא חשמליים","Each","8467890000/6"
"592","כלי עבודה לא חשמליים","1","","","--OTHER","פטור","פטור","כל אחד","17315","אחרים"," =>  => Non-electric tools","Tax Free","לבית, לגן ולמשרד => צביעה, בנייה ושיפוצים => כלי עבודה לא חשמליים","Each","8467890000/6"
"455","קפסולות למכונות קפה","6","Tax Free","","--EXTRACTS, ESSENCES AND CONCENTRATES","פטור","פטור","קילוגרם","17398","תמציות ותרכיזים"," =>  => ","Tax Free","מזון ומשקאות => שתיה חמה => קפסולות למכונות קפה","Kilogram","2101110000/1"
"594","מצתים","1","","60.000","---OF THE KIND USED IN MOTOR VEHICLES","שיעור 12.00% ","פטור","כל אחד","17474","מהסוג המשמש ברכב מנועי"," =>  => igniter","12.00% ","לבית, לגן ולמשרד => תאורה ואביזרים => מצתים","Each","9613801000/2"
"473","מצתים","1","","60.000","---OF THE KIND USED IN MOTOR VEHICLES","שיעור 12.00% ","פטור","כל אחד","17474","מהסוג המשמש ברכב מנועי","","12.00% ","מצתים","Each","9613801000/2"
"482","כילות","6","","","-: --NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS","פטור","פטור","קילוגרם","17609","שאינם סרוגים או צנורים, מחמרי טקסטיל אחרים"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => מחנאות וטיולים => כילות","Kilogram","6304990000/2"
"296","כיסויי מושבים","6","","","-: --NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS","פטור","פטור","קילוגרם","17609","שאינם סרוגים או צנורים, מחמרי טקסטיל אחרים"," =>  => ","Tax Free","כלי רכב ואביזרים => אבזור לכלי רכב => כיסויי מושבים","Kilogram","6304990000/2"
"147","רדיאטור","1","","","---OTHERS","פטור","פטור","כל אחד","17669","אחרים"," =>  => radiator","Tax Free","חשמל ואלקטרוניקה => חימום וקירור הבית => רדיאטור","Each","8516299000/7"
"148","תנור/מפזר חום","1","","","---OTHERS","פטור","פטור","כל אחד","17669","אחרים"," =>  => Heat spreader","Tax Free","חשמל ואלקטרוניקה => חימום וקירור הבית => תנור/מפזר חום","Each","8516299000/7"
"264","בידורית","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","17727","אחרים"," =>  => Entertainment","","חשמל ואלקטרוניקה => צפייה ושמע => בידורית","Each","8518509000/9"
"279","פטיפון","1","Tax Free","","---OTHERS","פטור","פטור","כל אחד","17727","אחרים"," =>  => phonograph","","חשמל ואלקטרוניקה => צפייה ושמע => פטיפון","Each","8518509000/9"
"221","מכשיר קשר","1","Tax Free","","-Transmission apparatus incorporating reception apparatus","פטור","פטור","כל אחד","18308","מכשירי שידור הכוללים בתוכם מכשירי קליטה"," =>  => Walkie Talkie","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מכשיר קשר","Each","8525600000/2"
"253","רחפן צעצוע","1","Tax Free","","-Transmission apparatus incorporating reception apparatus","פטור","פטור","כל אחד","18308","מכשירי שידור הכוללים בתוכם מכשירי קליטה","toy drone","Tax Free","רחפן צעצוע","Each","8525600000/2"
"288","אביזרים לWIFI","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000","","Tax Free","אביזרים לWIFI","Each","9504500000/7"
"529","פלייסטיישן - משחקים","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => פלייסטיישן - משחקים","Each","9504500000/7"
"524","משחקים ל Wii","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => משחקים ל Wii","Each","9504500000/7"
"525","משחקים לאקס בוקס","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => משחקים לאקס בוקס","Each","9504500000/7"
"533","קומפי","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => צעצועים ומשחקים => קומפי","Each","9504500000/7"
"232","רמקול אלחוטי","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => רמקול אלחוטי","Each","9504500000/7"
"289","ג'ויסטיק ואביזרי משחק","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => Joysticks and Game Accessories","Tax Free","חשמל ואלקטרוניקה => קונוסולות ומשחקי טלוויזיה => ג'ויסטיק ואביזרי משחק","Each","9504500000/7"
"290","מוצרים לאקס בוקס","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","חשמל ואלקטרוניקה => קונוסולות ומשחקי טלוויזיה => מוצרים לאקס בוקס","Each","9504500000/7"
"291","מוצרים לנינטנדו","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","חשמל ואלקטרוניקה => קונוסולות ומשחקי טלוויזיה => מוצרים לנינטנדו","Each","9504500000/7"
"292","משחקי טלוויזיה - קונסולות","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","חשמל ואלקטרוניקה => קונוסולות ומשחקי טלוויזיה => משחקי טלוויזיה - קונסולות","Each","9504500000/7"
"293","פלייסטיישן - אביזרים","1","","","Video game consoles and machines, other than those of subheading","פטור","פטור","כל אחד","18521","קונסולות משחקי וידיאו ומכונות משחק וידיאו, אחרים מאלו המופיעים
בפרט משנה 95.04.3000"," =>  => ","Tax Free","חשמל ואלקטרוניקה => קונוסולות ומשחקי טלוויזיה => פלייסטיישן - אביזרים","Each","9504500000/7"
"467","כרטיסי ברכה","6","","",",PRINTED OR ILLUSTRATED POSTCARDS; PRINTED CARDS BEARING PERSONAL GREETINGS MESSAGES OR ANNOUNCEMENTS, WHETHER OR NOT ILLUSTRATED, WITH OR WITHOUT .ENVELOPES OR TRIMMINGS","פטור","פטור","קילוגרם","18609","גלויות דואר מודפסות או מאויירות; כרטיסים מודפסים הנושאים
ברכות, הודעות או הכרזות אישיות, אם מאויירים או לא, עם מעטפות או
קישוטים, או בלעדיהם"," =>  => ","Tax Free","צעצועים, תחביבים ופנאי => אומנות ומלאכה => כרטיסי ברכה","Kilogram","4909000000/8"
"444","יינות","12","12.00% ","","In containers holding 2 lt or less","פטור","שיעור 12.00% + 1.33 ₪ לליטר אל""פ מ- 4.81 ₪ לליטר","ליטר","18662","בכלי קיבול המכילים 2 ליטר או פחות"," =>  => wine","Tax Free","מזון ומשקאות => משקאות אלכוהוליים => יינות","Litre","2204210000/2"
"163","מייבש שיער","1","Tax Free","","--HAIR DRYERS","פטור","פטור","כל אחד","18752","מייבשי שיער"," =>  => hair dryer","Tax Free","חשמל ואלקטרוניקה => מוצרי טיפוח ועיצוב => מייבש שיער","Each","8516310000/2"
"211","מגרסת נייר","1","","","----OTHERS","פטור","פטור","כל אחד","18793","אחרים"," =>  => Paper version","Tax Free","חשמל ואלקטרוניקה => מחשבים, מדפסות וציוד תקשורת => מגרסת נייר","Each","8479822900/5"
"314","אבובים לרכב","1","Tax Free","","(-OF A KIND USED ON MOTOR CARS (INCLUDING STATION WAGONS AND RACING CARS BUSSES OR LORRIES","פטור","פטור","כל אחד","18883","מהסוג המשמש למכוניות (לרבות מכוניות מסחריות (STATION VAGONS)
ומכוניות מרוץ), אוטובוסים ומשאיות"," =>  => Car tubing","Tax Free","כלי רכב ואביזרים => חלפים וציוד היקפי => אבובים לרכב","Each","4013100000/8"
"184","מקרר יין","1","","","--Other","פטור","פטור","כל אחד","18957","אחרים"," =>  => wine cooler","Tax Free","חשמל ואלקטרוניקה => מוצרים למטבח => מקרר יין","Each","8418290000/5"
"396","צעצועים לבית ולחצר","1","Tax Free","",";Tricycles, scooters, pedal cars and similar wheeled toys (""dolls' carriages; dolls; other toys; reduced-size (""scale ;models and similar recreational models, working or not .puzzles of all kinds","פטור","פטור","כל אחד","19018","תלת אופנים, קטנועים, מכוניות המופעלות ע""י דוושות וצעצועים בעלי גלגלים,דומים; עגלות לבובות; בובות; צעצועים אחרים; דגמים מוקטנים(""SCALE"") ודגמים אחרים למטרות בידור, אם הם פועלים או לא; משחקישיבוץ (PUZZLES) מכל הסוגים 
"," =>  => ","Tax Free","לבית, לגן ולמשרד => ריהוט וציוד לגן => צעצועים לבית ולחצר","Each","9503000000/4"
